ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4397	"ENSG00000144233.10_4"	"AMMECR1L"	chr2	-	128627027	128627118	128628822	128628933	128624473	128624570	128631401	128631846	4397	40,42	142,91			198	190	NA	NA	0.213,0.307		NA
4398	"ENSG00000144233.10_4"	"AMMECR1L"	chr2	-	128627027	128627118	128631401	128631846	128624473	128624570	128641776	128641886	4398	113,73	142,90			198	190	NA	NA	0.433,0.438		NA
4399	"ENSG00000144233.10_4"	"AMMECR1L"	chr2	-	128628387	128628502	128628822	128628933	128627027	128627118	128631401	128631846	4399	41,42	92,80			198	198	NA	NA	0.308,0.344		NA
4400	"ENSG00000156876.10_6"	"SASS6"	chr1	-	100587935	100588040	100588765	100588845	100586933	100587105	100591437	100591498	4400	129,106	258,161			179	198	NA	NA	0.356,0.421		NA
4401	"ENSG00000156876.10_6"	"SASS6"	chr1	-	100588765	100588845	100591437	100591498	100587935	100588040	100598305	100598486	4401	109,74	255,176			160	179	NA	NA	0.324,0.32		NA
4402	"ENSG00000128573.26_7"	"FOXP2"	chr7	+	114178380	114178438	114210861	114210936	114174671	114174761	114268594	114268732	4402	0,0	0,0			157	174	NA	NA	NA,NA		NA
4403	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101458192	101458296	101479265	101479374	101455178	101456187	101487196	101487321	4403	408,258	443,327			198	198	NA	NA	0.479,0.441		NA
4404	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101458192	101458296	101467022	101467100	101455778	101456187	101487196	101487321	4404	28,23	443,327			177	198	NA	NA	0.066,0.073		NA
4405	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101458192	101458296	101467022	101467143	101455888	101456187	101487196	101487321	4405	19,15	443,327			198	198	NA	NA	0.041,0.044		NA
4406	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101460665	101460705	101467022	101467100	101455618	101456187	101487196	101487276	4406	28,23	27,24			177	139	NA	NA	0.449,0.429		NA
4407	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101460665	101460705	101467022	101467143	101458192	101458296	101479265	101479374	4407	356,299	113,136			198	139	NA	NA	0.689,0.607		NA
4408	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101460665	101460705	101467022	101467100	101458192	101458296	101487196	101487321	4408	25,24	110,137			177	139	NA	NA	0.151,0.121		NA
4409	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101460665	101460705	101467022	101467143	101458192	101458296	101487196	101487321	4409	16,16	110,137			198	139	NA	NA	0.093,0.076		NA
4410	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101467022	101467100	101479265	101479374	101460665	101460705	101487196	101487321	4410	413,267	483,368			198	177	NA	NA	0.433,0.393		NA
4411	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101467022	101467100	101487196	101487321	101460665	101460705	101491238	101491371	4411	17,15	453,340			198	177	NA	NA	0.032,0.038		NA
4412	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101467022	101467143	101479265	101479374	101460665	101460705	101487196	101487321	4412	413,267	587,417			198	198	NA	NA	0.413,0.39		NA
4413	"ENSG00000162594.16_6"	"IL23R"	chr1	+	67685256	67685413	67702395	67702485	67673298	67673381	67705861	67705964	4413	401,297	101,56			198	189	NA	NA	0.791,0.835		NA
4414	"ENSG00000162594.16_6"	"IL23R"	chr1	+	67702395	67702485	67705861	67705964	67685256	67685413	67721519	67721610	4414	367,260	129,71			189	198	NA	NA	0.749,0.793		NA
4415	"ENSG00000101017.14_8"	"CD40"	chr20	+	44751764	44751858	44755278	44755340	44751248	44751395	44756776	44756863	4415	18,8	3,2			193	161	NA	NA	0.833,0.769		NA
4416	"ENSG00000189171.14_5"	"S100A13"	chr1	-	153600596	153600713	153602925	153603132	153598795	153600074	153603486	153603836	4416	6,7	15,28			198	198	NA	NA	0.286,0.2		NA
4417	"ENSG00000226715.4_6"	"LINC01709"	chr1	+	102196496	102196609	102198885	102199112	102194826	102195123	102202779	102202913	4417	0,0	0,0			198	198	NA	NA	NA,NA		NA
4418	"ENSG00000060718.22_7"	"COL11A1"	chr1	-	103491355	103491508	103491771	103491888	103491076	103491169	103496671	103496800	4418	0,0	0,0			198	198	NA	NA	NA,NA		NA
4419	"ENSG00000105397.14_7"	"TYK2"	chr19	-	10478970	10479094	10488889	10489102	10478730	10478878	10490290	10490455	4419	53,107	269,172			198	198	NA	NA	0.165,0.384		NA
4420	"ENSG00000157895.11_7"	"C12orf43"	chr12	-	121444123	121444197	121448630	121448729	121442805	121442896	121448906	121448949	4420	44,52	72,44			198	173	NA	NA	0.348,0.508		NA
4421	"ENSG00000116670.15_7"	"MAD2L2"	chr1	-	11737599	11737671	11740409	11740528	11736865	11737005	11740618	11740670	4421	696,475	1177,866			198	171	NA	NA	0.338,0.321		NA
4422	"ENSG00000035928.16_6"	"RFC1"	chr4	-	39308211	39308324	39310255	39310652	39306433	39306548	39313064	39313169	4422	437,335	148,98			198	198	NA	NA	0.747,0.774		NA
4423	"ENSG00000139641.12_4"	"ESYT1"	chr12	+	56532710	56532797	56536068	56536209	56532551	56532623	56536361	56536516	4423	1140,607	800,719			186	198	NA	NA	0.603,0.473		NA
4424	"ENSG00000258210.1_8"	"AC144548.1"	chr12	-	110826316	110826428	110832905	110833025	110825267	110825697	110834070	110834257	4424	493,519	389,426			198	198	NA	NA	0.559,0.549		NA
4425	"ENSG00000116266.11_4"	"STXBP3"	chr1	+	109342841	109342927	109350022	109350171	109340766	109340859	109351404	109352145	4425	195,122	230,168			185	198	NA	NA	0.476,0.437		NA
4426	"ENSG00000242808.9_6"	"SOX2-OT"	chr3	+	180721562	180721721	180748357	180748477	180707560	180707628	180774484	180774574	4426	0,0	0,0			198	198	NA	NA	NA,NA		NA
4427	"ENSG00000242808.9_6"	"SOX2-OT"	chr3	+	180721562	180721721	180774484	180774574	180707560	180707628	180806664	180806705	4427	0,0	0,0			198	189	NA	NA	NA,NA		NA
4428	"ENSG00000242808.9_6"	"SOX2-OT"	chr3	+	180748357	180748477	180774484	180774574	180721562	180721721	180806664	180806705	4428	0,0	0,0			198	189	NA	NA	NA,NA		NA
4429	"ENSG00000242808.9_6"	"SOX2-OT"	chr3	+	181322079	181322128	181328396	181328533	181319098	181319177	181328648	181328717	4429	0,0	0,0			148	198	NA	NA	NA,NA		NA
4430	"ENSG00000242808.9_6"	"SOX2-OT"	chr3	+	181328644	181328717	181417385	181417671	181281507	181281716	181432972	181433080	4430	0,0	0,0			172	198	NA	NA	NA,NA		NA
4431	"ENSG00000242808.9_6"	"SOX2-OT"	chr3	+	181328648	181328717	181417385	181417671	181281507	181281716	181432972	181433080	4431	0,0	0,0			168	198	NA	NA	NA,NA		NA
4432	"ENSG00000074800.16_9"	"ENO1"	chr1	-	8930510	8930569	8930883	8930942	8928046	8928116	8931949	8932045	4432	0,0	31049,25063			158	158	NA	NA	0.0,0.0		NA
4433	"ENSG00000074800.16_9"	"ENO1"	chr1	-	8930510	8930569	8931949	8932045	8928046	8928116	8934882	8934976	4433	15768,16377	12684,8949			195	158	NA	NA	0.502,0.597		NA
4434	"ENSG00000074800.16_9"	"ENO1"	chr1	-	8931949	8932045	8934882	8934976	8930510	8930569	8938638	8938745	4434	18901,16707	18378,16136			193	195	NA	NA	0.51,0.511		NA
4435	"ENSG00000142794.18_4"	"NBPF3"	chr1	+	21799872	21800078	21801392	21801444	21799335	21799408	21804636	21804800	4435	23,13	15,11			198	151	NA	NA	0.539,0.474		NA
4436	"ENSG00000058091.17_7"	"CDK14"	chr7	+	90237843	90237889	90295653	90295725	90233531	90233563	90355880	90356126	4436	0,0	0,0			145	171	NA	NA	NA,NA		NA
4437	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55652250	55652280	55656911	55656933	55649328	55649442	55658048	55658075	4437	74,202	276,214			121	129	NA	NA	0.222,0.502		NA
4438	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55652250	55652328	55652553	55652670	55649328	55649442	55653224	55653259	4438	924,765	1371,996			198	177	NA	NA	0.376,0.407		NA
4439	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55652250	55652328	55653224	55653288	55649328	55649442	55656911	55656933	4439	328,370	1368,992			163	177	NA	NA	0.207,0.288		NA
4440	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55652250	55652328	55653224	55653425	55649328	55649442	55656911	55656933	4440	44,179	1368,992			198	177	NA	NA	0.028,0.139		NA
4441	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55652553	55652670	55653224	55653288	55652250	55652328	55656911	55656933	4441	324,366	1447,1007			163	198	NA	NA	0.214,0.306		NA
4442	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55652553	55652670	55653224	55653425	55652250	55652328	55656911	55656933	4442	43,181	1447,1007			198	198	NA	NA	0.029,0.152		NA
4443	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55653224	55653288	55656911	55656933	55652553	55652670	55657801	55657834	4443	20,48	600,414			121	163	NA	NA	0.043,0.135		NA
4444	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55653224	55653288	55656911	55656933	55652553	55652670	55658048	55658075	4444	71,200	601,413			121	163	NA	NA	0.137,0.395		NA
4445	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55653224	55653425	55656911	55656933	55652553	55652670	55657801	55657822	4445	20,48	648,514			121	198	NA	NA	0.048,0.133		NA
4446	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55656911	55656933	55657801	55657834	55653224	55653288	55658048	55658075	4446	13,40	488,651			132	121	NA	NA	0.024,0.053		NA
4447	"ENSG00000096070.19_6"	"BRPF3"	chr6	+	36189944	36190042	36193043	36193141	36185693	36185787	36196678	36196833	4447	49,44	57,58			197	197	NA	NA	0.462,0.431		NA
4448	"ENSG00000143493.13_6"	"INTS7"	chr1	-	212148507	212148714	212149923	212150061	212141854	212142049	212151613	212151853	4448	210,153	331,230			198	198	NA	NA	0.388,0.399		NA
4449	"ENSG00000143493.13_6"	"INTS7"	chr1	-	212190227	212190365	212193463	212193610	212184716	212184763	212194424	212194554	4449	399,268	284,239			198	198	NA	NA	0.584,0.529		NA
4450	"ENSG00000134222.16_7"	"PSRC1"	chr1	-	109823758	109823873	109824240	109824682	109823398	109823668	109825139	109825197	4450	116,124	217,149			198	198	NA	NA	0.348,0.454		NA
4451	"ENSG00000141564.15_5"	"RPTOR"	chr17	+	78617527	78617610	78681640	78681799	78599490	78599593	78704359	78704506	4451	83,59	168,99			182	198	NA	NA	0.35,0.393		NA
4452	"ENSG00000141564.15_5"	"RPTOR"	chr17	+	78681640	78681799	78704359	78704506	78617527	78617610	78727809	78727985	4452	94,64	174,87			198	198	NA	NA	0.351,0.424		NA
4453	"ENSG00000141524.15_5"	"TMC6"	chr17	-	76117093	76117245	76117636	76117792	76115377	76115473	76118685	76118829	4453	20,48	38,33			198	198	NA	NA	0.345,0.593		NA
4454	"ENSG00000107854.6_4"	"TNKS2"	chr10	+	93582052	93582119	93586773	93586960	93579695	93579790	93588041	93588163	4454	59,45	53,36			166	198	NA	NA	0.57,0.599		NA
4455	"ENSG00000107854.6_4"	"TNKS2"	chr10	+	93610972	93611093	93614785	93614883	93609268	93609351	93615370	93615445	4455	103,73	129,105			198	197	NA	NA	0.443,0.409		NA
4456	"ENSG00000135549.10"	"PKIB"	chr6	+	123022206	123022369	123022584	123022645	122996222	122996289	123038931	123039108	4456	2,2	55,43			198	160	NA	NA	0.029,0.036		NA
4457	"ENSG00000245648.2_7"	"AC022075.1"	chr12	+	10525639	10525736	10526633	10526735	10522977	10523051	10532300	10532486	4457	6,1	18,14			196	198	NA	NA	0.252,0.067		NA
4458	"ENSG00000224699.9_6"	"LAMTOR5-AS1"	chr1	+	110955660	110955716	110955942	110956032	110954794	110954915	110958630	110958810	4458	0,0	9,2			155	189	NA	NA	0.0,0.0		NA
4459	"ENSG00000224699.9_6"	"LAMTOR5-AS1"	chr1	+	110955660	110955716	110956773	110956853	110954794	110954915	110958630	110958810	4459	0,0	14,14			155	179	NA	NA	0.0,0.0		NA
4460	"ENSG00000224699.9_6"	"LAMTOR5-AS1"	chr1	+	110955942	110956032	110956773	110956853	110954794	110954915	110958630	110958810	4460	9,2	14,14			189	179	NA	NA	0.378,0.119		NA
4461	"ENSG00000175066.16_6"	"GK5"	chr3	-	141906545	141906621	141917643	141917775	141905293	141905355	141923536	141923630	4461	102,82	50,28			198	175	NA	NA	0.643,0.721		NA
4462	"ENSG00000175066.16_6"	"GK5"	chr3	-	141917643	141917775	141923536	141923630	141906545	141906621	141932367	141932443	4462	85,62	49,38			193	198	NA	NA	0.64,0.626		NA
4463	"ENSG00000136643.12_5"	"RPS6KC1"	chr1	+	213251037	213251158	213277795	213277911	213244347	213244383	213290658	213290752	4463	36,57	74,67			198	198	NA	NA	0.327,0.46		NA
4464	"ENSG00000136643.12_5"	"RPS6KC1"	chr1	+	213277795	213277911	213290658	213290752	213251037	213251158	213302869	213303232	4464	46,51	74,48			198	193	NA	NA	0.377,0.509		NA
4465	"ENSG00000136643.12_5"	"RPS6KC1"	chr1	+	213290658	213290752	213302869	213303232	213277795	213277911	213341200	213341316	4465	81,71	77,65			193	198	NA	NA	0.519,0.528		NA
4466	"ENSG00000136643.12_5"	"RPS6KC1"	chr1	+	213349742	213349835	213405465	213405598	213341200	213341316	213414044	213415640	4466	103,74	59,44			192	198	NA	NA	0.643,0.634		NA
4467	"ENSG00000067225.18_7"	"PKM"	chr15	-	72494794	72494961	72495362	72495529	72492814	72492996	72499068	72499221	4467	108,132	6957,5420			198	198	NA	NA	0.015,0.024		NA
4468	"ENSG00000118473.22_6"	"SGIP1"	chr1	+	67099762	67099846	67101626	67101698	67098752	67098777	67105459	67105516	4468	0,0	0,0			183	171	NA	NA	NA,NA		NA
4469	"ENSG00000118473.22_6"	"SGIP1"	chr1	+	67160121	67160187	67161116	67161176	67155872	67155999	67184976	67185088	4469	0,0	0,0			165	159	NA	NA	NA,NA		NA
4470	"ENSG00000284952.1_3"	"AC104472.3"	chr3	-	155551256	155551374	155551645	155551830	155547476	155547692	155560220	155560786	4470	89,74	106,69			198	198	NA	NA	0.456,0.517		NA
4471	"ENSG00000284952.1_3"	"AC104472.3"	chr3	-	155551256	155551374	155560220	155560786	155547476	155547692	155571011	155572231	4471	3,2	105,69			198	198	NA	NA	0.028,0.028		NA
4472	"ENSG00000284952.1_3"	"AC104472.3"	chr3	-	155551645	155551830	155560220	155560786	155551256	155551374	155571011	155572231	4472	3,0	118,76			198	198	NA	NA	0.025,0.0		NA
4473	"ENSG00000238005.4_9"	"AL391832.2"	chr1	-	235097163	235097313	235098292	235098382	235095404	235095663	235099513	235099603	4473	1,0	1,0			189	198	NA	NA	0.512,NA		NA
4474	"ENSG00000231925.12_4"	"TAPBP"	chr6	-	33271731	33271766	33271904	33271994	33267470	33269548	33272073	33272415	4474	92,88	60,50			189	134	NA	NA	0.521,0.555		NA
4475	"ENSG00000231925.12_4"	"TAPBP"	chr6	-	33271904	33271994	33272073	33272415	33271349	33271766	33272765	33273164	4475	241,230	78,72			198	189	NA	NA	0.747,0.753		NA
4476	"ENSG00000249345.8_9"	"LINC02405"	chr12	-	127407575	127407751	127460383	127460462	127407252	127407483	127485100	127485195	4476	1,5	1,0			178	198	NA	NA	0.527,1.0		NA
4477	"ENSG00000186073.14_8"	"C15orf41"	chr15	+	36950461	36950495	36960311	36960420	36950033	36950106	36983885	36983965	4477	0,0	1,0			133	198	NA	NA	0.0,NA		NA
4478	"ENSG00000104341.17_6"	"LAPTM4B"	chr8	+	98817580	98817692	98827555	98827629	98787284	98788336	98828285	98828408	4478	1226,952	1482,1209			198	173	NA	NA	0.42,0.408		NA
4479	"ENSG00000104341.17_6"	"LAPTM4B"	chr8	+	98827531	98827629	98828285	98828408	98817580	98817692	98831367	98831392	4479	14,19	2251,1597			197	198	NA	NA	0.006,0.012		NA
4480	"ENSG00000104341.17_6"	"LAPTM4B"	chr8	+	98827555	98827629	98828285	98828408	98817580	98817692	98831367	98831466	4480	1078,822	2251,1597			173	198	NA	NA	0.354,0.371		NA
4481	"ENSG00000139620.13_5"	"KANSL2"	chr12	-	49054148	49054402	49056342	49056437	49048723	49048843	49061475	49061572	4481	64,23	308,233			194	198	NA	NA	0.175,0.092		NA
4482	"ENSG00000139620.13_5"	"KANSL2"	chr12	-	49054250	49054402	49056342	49056437	49048723	49048843	49061475	49061572	4482	64,23	207,165			194	198	NA	NA	0.24,0.125		NA
4483	"ENSG00000083444.17_5"	"PLOD1"	chr1	+	12016973	12017071	12017146	12017250	12014886	12014950	12017898	12018000	4483	912,851	3,1			197	198	NA	NA	0.997,0.999		NA
4484	"ENSG00000134242.16_5"	"PTPN22"	chr1	-	114362198	114362276	114367763	114367794	114356432	114357591	114372213	114372329	4484	11,4	23,10			130	177	NA	NA	0.394,0.353		NA
4485	"ENSG00000134242.16_5"	"PTPN22"	chr1	-	114394648	114394726	114397092	114397159	114391161	114391248	114401099	114401195	4485	0,1	10,6			166	177	NA	NA	0.0,0.151		NA
4486	"ENSG00000164466.13_7"	"SFXN1"	chr5	+	174939113	174939199	174940465	174940593	174938453	174938529	174943616	174943665	4486	741,566	769,616			185	198	NA	NA	0.508,0.496		NA
4487	"ENSG00000167774.2_7"	"AC010323.1"	chr19	-	8381379	8381529	8385740	8385790	8376295	8376479	8386191	8386263	4487	474,324	468,463			149	198	NA	NA	0.574,0.482		NA
4488	"ENSG00000163399.16_5"	"ATP1A1"	chr1	+	116929909	116930113	116930752	116930866	116927404	116927464	116931259	116931285	4488	1428,1353	2094,1387			198	198	NA	NA	0.405,0.494		NA
4489	"ENSG00000125944.20_7"	"HNRNPR"	chr1	-	23650048	23650225	23660010	23660124	23640045	23640195	23664246	23664354	4489	1535,1425	135,131			198	198	NA	NA	0.919,0.916		NA
4490	"ENSG00000125944.20_7"	"HNRNPR"	chr1	-	23660010	23660124	23664246	23664354	23650048	23650225	23664982	23665101	4490	2319,1747	1810,1287			198	198	NA	NA	0.562,0.576		NA
4491	"ENSG00000225427.2_7"	"LINC00331"	chr13	-	79366295	79366437	79366488	79366627	79363651	79363719	79370109	79370234	4491	0,0	0,0			198	198	NA	NA	NA,NA		NA
4492	"ENSG00000225427.2_7"	"LINC00331"	chr13	-	79370109	79370234	79398878	79398991	79363651	79363719	79414074	79414186	4492	0,0	0,0			198	198	NA	NA	NA,NA		NA
4493	"ENSG00000225427.2_7"	"LINC00331"	chr13	-	79370109	79370234	79398878	79398991	79366295	79366437	79414074	79414185	4493	0,0	0,0			198	198	NA	NA	NA,NA		NA
4494	"ENSG00000174628.16_5"	"IQCK"	chr16	+	19746674	19746772	19775169	19775222	19745019	19745149	19800159	19800244	4494	37,24	1,2			197	152	NA	NA	0.966,0.903		NA
4495	"ENSG00000174628.16_5"	"IQCK"	chr16	+	19746674	19746772	19775169	19775434	19745019	19745149	19800159	19800244	4495	37,24	32,12			197	198	NA	NA	0.537,0.668		NA
4496	"ENSG00000174780.17_7"	"SRP72"	chr4	+	57342836	57342868	57344544	57344669	57340445	57340557	57344757	57344815	4496	650,511	1437,935			131	198	NA	NA	0.406,0.452		NA
4497	"ENSG00000174780.17_7"	"SRP72"	chr4	+	57344757	57344815	57349304	57349436	57342836	57342868	57350901	57351030	4497	13,11	1770,1171			157	198	NA	NA	0.009,0.012		NA
4498	"ENSG00000122507.21_8"	"BBS9"	chr7	+	33390830	33390935	33392470	33392485	33388679	33388782	33397466	33397607	4498	8,4	4,0			198	114	NA	NA	0.535,1.0		NA
4499	"ENSG00000226476.6_8"	"LINC01748"	chr1	-	61007968	61008083	61053708	61053834	61005920	61006105	61061209	61062045	4499	11,4	4,0			198	198	NA	NA	0.733,1.0		NA
4500	"ENSG00000226476.6_8"	"LINC01748"	chr1	-	61020144	61020240	61039009	61039085	61007968	61008083	61053708	61053834	4500	16,8	0,1			175	195	NA	NA	1.0,0.899		NA
4501	"ENSG00000174669.12_5"	"SLC29A2"	chr11	-	66133596	66133662	66133901	66134035	66133406	66133492	66134934	66135019	4501	433,252	218,226			198	165	NA	NA	0.623,0.482		NA
4502	"ENSG00000174669.12_5"	"SLC29A2"	chr11	-	66133596	66133702	66133901	66134035	66133406	66133492	66134934	66135019	4502	433,252	534,425			198	198	NA	NA	0.448,0.372		NA
4503	"ENSG00000174669.12_5"	"SLC29A2"	chr11	-	66135242	66135340	66136007	66136142	66134934	66135019	66136530	66136602	4503	104,185	336,287			198	197	NA	NA	0.235,0.391		NA
4504	"ENSG00000174669.12_5"	"SLC29A2"	chr11	-	66136007	66136142	66136530	66136602	66135242	66135340	66136839	66137003	4504	1,6	154,144			171	198	NA	NA	0.007,0.046		NA
4505	"ENSG00000174669.12_5"	"SLC29A2"	chr11	-	66136007	66136142	66136530	66136670	66135242	66135340	66136839	66137003	4505	77,52	154,144			198	198	NA	NA	0.333,0.265		NA
4506	"ENSG00000115041.13_5"	"KCNIP3"	chr2	+	95976102	95976268	96020784	96021030	95963094	95963201	96040043	96040168	4506	0,0	0,0			198	198	NA	NA	NA,NA		NA
4507	"ENSG00000091409.15_6"	"ITGA6"	chr2	+	173335701	173335833	173337501	173337618	173333852	173334108	173338782	173338993	4507	0,0	0,0			198	198	NA	NA	NA,NA		NA
4508	"ENSG00000204152.6"	"TIMM23B"	chr10	+	51381761	51381846	51384298	51384357	51381438	51381532	51387652	51387763	4508	13,5	31,20			184	158	NA	NA	0.265,0.177		NA
4509	"ENSG00000204152.6"	"TIMM23B"	chr10	+	51381761	51381846	51384324	51384357	51381438	51381532	51387652	51387763	4509	13,5	19,9			184	132	NA	NA	0.329,0.285		NA
4510	"ENSG00000213983.12_6"	"AP1G2"	chr14	-	24030504	24030640	24030720	24030844	24029463	24029627	24031496	24031615	4510	5,4	150,57			198	198	NA	NA	0.032,0.066		NA
4511	"ENSG00000122126.17_7"	"OCRL"	chrX	+	128683624	128683894	128688370	128688423	128682539	128682578	128691301	128691412	4511	0,0	7,6			198	152	NA	NA	0.0,0.0		NA
4512	"ENSG00000122126.17_7"	"OCRL"	chrX	+	128709630	128709696	128709873	128710039	128709116	128709227	128710293	128710529	4512	0,0	194,150			165	198	NA	NA	0.0,0.0		NA
4513	"ENSG00000152332.16_4"	"UHMK1"	chr1	+	162470702	162470894	162473543	162473638	162469744	162470037	162482289	162482366	4513	180,171	209,166			198	194	NA	NA	0.458,0.502		NA
4514	"ENSG00000117408.11_4"	"IPO13"	chr1	+	44422481	44422648	44423073	44423221	44422231	44422373	44423648	44423830	4514	129,86	233,141			198	198	NA	NA	0.356,0.379		NA
4515	"ENSG00000196305.17_5"	"IARS1"	chr9	-	94985627	94985771	94991282	94991408	94984801	94984954	95003137	95003243	4515	816,631	2182,1604			198	198	NA	NA	0.272,0.282		NA
4516	"ENSG00000196305.17_5"	"IARS1"	chr9	-	94991282	94991408	95003137	95003243	94985627	94985771	95004435	95004612	4516	761,572	1319,1102			198	198	NA	NA	0.366,0.342		NA
4517	"ENSG00000148925.10_6"	"BTBD10"	chr11	-	13466570	13466728	13484168	13484344	13443293	13443385	13484646	13484728	4517	1,0	39,41			198	198	NA	NA	0.025,0.0		NA
4518	"ENSG00000163812.15_7"	"ZDHHC3"	chr3	-	44975379	44975476	44986659	44986784	44974609	44974691	45000622	45000952	4518	572,306	703,560			198	196	NA	NA	0.446,0.351		NA
4519	"ENSG00000112679.14_5"	"DUSP22"	chr6	+	311879	311914	335113	335163	304627	304661	345853	345928	4519	27,23	17,16			134	149	NA	NA	0.638,0.615		NA
4520	"ENSG00000112679.14_5"	"DUSP22"	chr6	+	311879	311962	335113	335163	304627	304661	345853	345928	4520	57,61	17,16			182	149	NA	NA	0.733,0.757		NA
4521	"ENSG00000145020.16_8"	"AMT"	chr3	-	49457643	49457775	49458924	49459005	49457142	49457221	49459536	49459704	4521	1,1	2,2			180	198	NA	NA	0.355,0.355		NA
4522	"ENSG00000145020.16_8"	"AMT"	chr3	-	49458924	49459005	49459536	49459704	49457643	49457775	49459793	49459906	4522	0,0	2,2			198	180	NA	NA	0.0,0.0		NA
4523	"ENSG00000145020.16_8"	"AMT"	chr3	-	49459392	49459482	49459536	49459690	49458924	49459005	49459793	49459902	4523	1,1	0,0			198	189	NA	NA	1.0,1.0		NA
4524	"ENSG00000145020.16_8"	"AMT"	chr3	-	49459392	49459482	49459536	49459704	49458924	49459005	49459793	49459902	4524	1,1	0,0			198	189	NA	NA	1.0,1.0		NA
4525	"ENSG00000145020.16_8"	"AMT"	chr3	-	49459414	49459482	49459536	49459704	49458924	49459005	49459793	49459884	4525	1,1	0,0			198	167	NA	NA	1.0,1.0		NA
4526	"ENSG00000145020.16_8"	"AMT"	chr3	-	49459414	49459482	49459536	49459690	49458924	49459005	49459793	49459887	4526	1,1	0,0			198	167	NA	NA	1.0,1.0		NA
4527	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77045801	77045909	77051808	77051902	77039227	77039347	77053675	77053872	4527	11,22	250,176			193	198	NA	NA	0.043,0.114		NA
4528	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77051808	77051902	77065542	77065626	77045801	77045909	77069460	77069550	4528	444,300	434,288			183	193	NA	NA	0.519,0.523		NA
4529	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77052382	77052437	77053675	77053872	77051808	77051902	77065301	77065445	4529	15,20	189,163			198	154	NA	NA	0.058,0.087		NA
4530	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77053675	77053872	77065301	77065445	77052382	77052437	77065542	77065626	4530	207,216	392,262			198	198	NA	NA	0.346,0.452		NA
4531	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77055327	77055515	77057338	77057565	77053675	77053872	77065301	77065445	4531	260,228	723,524			198	198	NA	NA	0.264,0.303		NA
4532	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77055327	77055515	77057338	77057565	77053675	77053872	77065542	77065626	4532	22,13	686,502			198	198	NA	NA	0.031,0.025		NA
4533	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77055327	77055515	77065301	77065445	77053675	77053872	77065542	77065626	4533	212,219	686,502			198	198	NA	NA	0.236,0.304		NA
4534	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77057338	77057565	77065301	77065445	77053675	77053872	77065542	77065626	4534	212,219	22,13			198	198	NA	NA	0.906,0.944		NA
4535	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77057338	77057565	77065301	77065445	77055327	77055515	77065542	77065626	4535	248,238	355,243			198	198	NA	NA	0.411,0.495		NA
4536	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77066707	77066730	77067135	77067282	77065542	77065626	77068631	77068793	4536	1,0	1,3			198	122	NA	NA	0.381,0.0		NA
4537	"ENSG00000115806.13_4"	"GORASP2"	chr2	+	171811159	171811292	171812945	171813069	171807837	171807968	171818172	171818259	4537	1086,659	1722,1207			198	198	NA	NA	0.387,0.353		NA
4538	"ENSG00000120370.12_5"	"GORAB"	chr1	+	170502604	170502792	170505450	170505562	170501291	170501425	170508350	170508708	4538	13,3	33,19			198	198	NA	NA	0.283,0.136		NA
4539	"ENSG00000162669.16_5"	"HFM1"	chr1	-	91781947	91782033	91784634	91784766	91781657	91781741	91784849	91784947	4539	14,13	13,15			198	185	NA	NA	0.502,0.447		NA
