ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
3904	"ENSG00000165282.14_7"	"PIGO"	chr9	-	35091236	35092764	35091236	35091288	35093026	35093206
3911	"ENSG00000168894.10_7"	"RNF181"	chr2	+	85824075	85824301	85824226	85824301	85823641	85823772
3921	"ENSG00000213719.8_5"	"CLIC1"	chr6	-	31704038	31704189	31704038	31704127	31704321	31704349
3922	"ENSG00000213719.8_5"	"CLIC1"	chr6	-	31704038	31704189	31704038	31704127	31704572	31705095
3928	"ENSG00000110455.14_7"	"ACCS"	chr11	+	44099394	44100334	44100233	44100334	44098828	44098926
3929	"ENSG00000105926.15_6"	"MPP6"	chr7	+	24663281	24663403	24663284	24663403	24613631	24613897
3935	"ENSG00000063177.13_7"	"RPL18"	chr19	-	49119133	49119203	49119133	49119162	49119982	49120081
3951	"ENSG00000189266.13_7"	"PNRC2"	chr1	+	24287418	24287624	24287422	24287624	24285598	24285746
3957	"ENSG00000174996.11_6"	"KLC2"	chr11	+	66026017	66026293	66026054	66026293	66024764	66024959
3963	"ENSG00000123473.15_5"	"STIL"	chr1	-	47765576	47765824	47765576	47765640	47767232	47767420
3967	"ENSG00000131236.17_5"	"CAP1"	chr1	+	40525005	40525130	40525008	40525130	40505994	40506139
3969	"ENSG00000131236.17_5"	"CAP1"	chr1	+	40525005	40525130	40525008	40525130	40523117	40523167
3983	"ENSG00000163349.22_8"	"HIPK1"	chr1	+	114497247	114497392	114497272	114497392	114495387	114495511
3984	"ENSG00000163349.22_8"	"HIPK1"	chr1	+	114508751	114508894	114508754	114508894	114504938	114505060
3994	"ENSG00000105486.14_8"	"LIG1"	chr19	-	48654488	48654596	48654488	48654593	48660270	48660397
4003	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621023	62622023	62621023	62621305	62622359	62622410
4004	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621272	62621536	62621272	62621305	62622359	62622410
4005	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621272	62622023	62621272	62621536	62622359	62622410
4007	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62620282	62622688	62620282	62621062	62622895	62623295
4008	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621272	62622688	62621272	62622023	62622895	62623328
4025	"ENSG00000198400.11_4"	"NTRK1"	chr1	+	156845311	156846002	156845871	156846002	156844697	156844800
4052	"ENSG00000144306.15_6"	"SCRN3"	chr2	+	175263002	175263170	175263093	175263170	175262063	175262132
4061	"ENSG00000181991.16_4"	"MRPS11"	chr15	+	89018260	89018470	89018402	89018470	89011138	89011255
4062	"ENSG00000181991.16_4"	"MRPS11"	chr15	+	89018340	89018470	89018402	89018470	89011138	89011255
4063	"ENSG00000181991.16_4"	"MRPS11"	chr15	+	89015466	89015851	89015585	89015851	89011138	89012376
4064	"ENSG00000181991.16_4"	"MRPS11"	chr15	+	89018260	89018470	89018340	89018470	89015857	89015956
4065	"ENSG00000181991.16_4"	"MRPS11"	chr15	+	89018260	89018470	89018402	89018470	89015857	89015956
4073	"ENSG00000114859.16_6"	"CLCN2"	chr3	-	184072335	184072502	184072335	184072440	184073161	184073317
4074	"ENSG00000114859.16_6"	"CLCN2"	chr3	-	184072335	184072502	184072335	184072446	184073161	184073317
4075	"ENSG00000114859.16_6"	"CLCN2"	chr3	-	184072691	184073317	184072691	184072761	184073481	184073566
4081	"ENSG00000185946.16_5"	"RNPC3"	chr1	+	104094342	104094414	104094345	104094414	104093562	104093695
4084	"ENSG00000106628.10_7"	"POLD2"	chr7	-	44161432	44161794	44161432	44161708	44163109	44163158
4088	"ENSG00000264538.6_5"	"SUZ12P1"	chr17	+	29095851	29096082	29096018	29096082	29093520	29093606
4109	"ENSG00000143575.15_8"	"HAX1"	chr1	+	154247629	154247959	154247868	154247959	154247425	154247477
4117	"ENSG00000103168.16_9"	"TAF1C"	chr16	-	84214933	84215269	84214933	84215069	84215351	84215469
4121	"ENSG00000135837.16_7"	"CEP350"	chr1	+	180080131	180082515	180081571	180082515	180067997	180068120
4185	"ENSG00000075711.21_8"	"DLG1"	chr3	-	196803456	196803556	196803456	196803553	196812450	196812627
4200	"ENSG00000163870.16_8"	"TPRA1"	chr3	-	127313642	127313983	127313642	127313776	127317038	127317094
4203	"ENSG00000176261.15_7"	"ZBTB8OS"	chr1	-	33099551	33099711	33099551	33099673	33100302	33100393
4205	"ENSG00000176261.15_7"	"ZBTB8OS"	chr1	-	33099551	33099711	33099551	33099673	33116002	33116126
4208	"ENSG00000115762.16_4"	"PLEKHB2"	chr2	+	131897739	131897848	131897742	131897848	131890474	131890588
4209	"ENSG00000188321.13_5"	"ZNF559"	chr19	+	9448390	9448693	9448471	9448693	9443690	9443789
4228	"ENSG00000086848.15_7"	"ALG9"	chr11	-	111708971	111709122	111708971	111709101	111715323	111715446
4234	"ENSG00000158062.20_6"	"UBXN11"	chr1	-	26610852	26612032	26610852	26610973	26612313	26612528
4252	"ENSG00000072778.20_4"	"ACADVL"	chr17	+	7125985	7126556	7126451	7126556	7125495	7125621
4254	"ENSG00000072778.20_4"	"ACADVL"	chr17	+	7128033	7128203	7128127	7128203	7127798	7127871
4257	"ENSG00000012983.11_6"	"MAP4K5"	chr14	-	50904611	50904729	50904611	50904726	50906730	50906791
4266	"ENSG00000204685.7_7"	"STARD7-AS1"	chr2	+	96905450	96906426	96906181	96906426	96903642	96903837
4273	"ENSG00000077454.16_7"	"LRCH4"	chr7	-	100174708	100175012	100174708	100174777	100175119	100175181
4283	"ENSG00000196204.11_3"	"RNF216P1"	chr7	+	5028664	5028808	5028693	5028808	5026197	5026262
4286	"ENSG00000162645.13_6"	"GBP2"	chr1	-	89571814	89573974	89571814	89572735	89575359	89575553
4289	"ENSG00000112739.17_6"	"PRPF4B"	chr6	+	4061888	4062533	4062446	4062533	4061248	4061381
4294	"ENSG00000150433.9_7"	"TMEM218"	chr11	-	124971096	124971199	124971096	124971152	124972532	124972705
4296	"ENSG00000150433.9_7"	"TMEM218"	chr11	-	124971096	124971199	124971096	124971152	124972629	124972705
4300	"ENSG00000150433.9_7"	"TMEM218"	chr11	-	124971096	124971199	124971096	124971152	124981434	124981475
4308	"ENSG00000143624.14_5"	"INTS3"	chr1	+	153744815	153745187	153745114	153745187	153744271	153744439
4318	"ENSG00000168036.18_9"	"CTNNB1"	chr3	+	41281150	41281395	41281309	41281395	41278078	41278200
4323	"ENSG00000134759.14_4"	"ELP2"	chr18	+	33747063	33747185	33747115	33747185	33739920	33739978
4325	"ENSG00000134759.14_4"	"ELP2"	chr18	+	33747063	33747185	33747118	33747185	33744437	33744630
4326	"ENSG00000134759.14_4"	"ELP2"	chr18	+	33747115	33747185	33747118	33747185	33744437	33744630
4329	"ENSG00000088280.19_6"	"ASAP3"	chr1	-	23768993	23769128	23768993	23769105	23779189	23779264
4339	"ENSG00000152942.19_9"	"RAD17"	chr5	+	68706319	68706377	68706340	68706377	68695875	68695996
4343	"ENSG00000278259.4_6"	"MYO19"	chr17	-	34854109	34854403	34854109	34854398	34854918	34855188
4346	"ENSG00000163050.17_6"	"COQ8A"	chr1	+	227171461	227171936	227171794	227171936	227171252	227171334
4376	"ENSG00000115286.20_5"	"NDUFS7"	chr19	+	1388831	1391049	1390869	1391049	1388523	1388592
4378	"ENSG00000143970.17_6"	"ASXL2"	chr2	-	26029097	26029209	26029097	26029206	26068349	26068432
4380	"ENSG00000089327.15_6"	"FXYD5"	chr19	+	35646435	35646514	35646453	35646514	35645655	35645772
4385	"ENSG00000136463.8_4"	"TACO1"	chr17	+	61683672	61684824	61684646	61684824	61681893	61682000
4403	"ENSG00000166762.19_7"	"CATSPER2"	chr15	-	43940114	43940264	43940114	43940261	43941924	43942077
4404	"ENSG00000247498.10_8"	"GPRC5D-AS1"	chr12	+	13132364	13132556	13132457	13132556	13119692	13119791
4405	"ENSG00000247498.10_8"	"GPRC5D-AS1"	chr12	+	13132364	13132556	13132457	13132556	13119692	13119831
4429	"ENSG00000214432.9_8"	"VPS33B-DT"	chr15	+	91573110	91573471	91573360	91573471	91566542	91566824
4434	"ENSG00000106049.9_5"	"HIBADH"	chr7	-	27671954	27672064	27671954	27672060	27689091	27689252
4461	"ENSG00000115368.10_4"	"WDR75"	chr2	+	190313970	190315694	190315628	190315694	190313526	190313560
4471	"ENSG00000204410.16_8"	"MSH5"	chr6	+	31711680	31712076	31711966	31712076	31710884	31710947
4475	"ENSG00000204410.16_8"	"MSH5"	chr6	+	31728961	31729039	31728964	31729039	31727866	31727993
4480	"ENSG00000143499.14_4"	"SMYD2"	chr1	+	214504292	214507651	214507542	214507651	214503510	214503621
4481	"ENSG00000221988.13_7"	"PPT2"	chr6	+	32123464	32123560	32123544	32123560	32121353	32121413
4482	"ENSG00000221988.13_7"	"PPT2"	chr6	+	32123464	32123560	32123544	32123560	32121871	32122171
4483	"ENSG00000221988.13_7"	"PPT2"	chr6	+	32123464	32123560	32123544	32123560	32121914	32122023
4488	"ENSG00000145817.17_5"	"YIPF5"	chr5	-	143544995	143545168	143544995	143545164	143549847	143550194
4492	"ENSG00000117682.17_6"	"DHDDS"	chr1	+	26795382	26797785	26795385	26797785	26784281	26784396
4494	"ENSG00000135624.16_4"	"CCT7"	chr2	+	73470131	73470257	73470173	73470257	73466770	73466924
4495	"ENSG00000135624.16_4"	"CCT7"	chr2	+	73470100	73470257	73470131	73470257	73467564	73467671
4500	"ENSG00000178821.13_6"	"TMEM52"	chr1	-	1849691	1850373	1849691	1849870	1850483	1850527
4502	"ENSG00000113356.12_7"	"POLR3G"	chr5	+	89781341	89781501	89781351	89781501	89770077	89770135
4522	"ENSG00000160058.18_4"	"BSDC1"	chr1	-	32849430	32849649	32849430	32849540	32859680	32859741
4523	"ENSG00000160058.18_4"	"BSDC1"	chr1	-	32849430	32849649	32849430	32849598	32859680	32859741
4532	"ENSG00000284668.2_6"	"LINC02780"	chr1	+	4056866	4056992	4056883	4056992	4055844	4055890
4543	"ENSG00000205639.11_8"	"MFSD2B"	chr2	+	24245999	24246596	24246452	24246596	24245691	24245772
4555	"ENSG00000166200.15_6"	"COPS2"	chr15	-	49429544	49429655	49429544	49429634	49436423	49436501
4556	"ENSG00000119820.11_5"	"YIPF4"	chr2	+	32526450	32526564	32526511	32526564	32523302	32523380
4571	"ENSG00000166986.15_7"	"MARS1"	chr12	+	57910027	57910438	57910217	57910438	57909702	57909774
4572	"ENSG00000229180.7_7"	"AC006001.3"	chr7	-	66041741	66041919	66041741	66041916	66043515	66043714
4573	"ENSG00000229180.7_7"	"AC006001.3"	chr7	-	66041741	66041919	66041741	66041916	66053498	66053567
4577	"ENSG00000217801.10_7"	"AL390719.1"	chr1	+	995656	995773	995659	995773	995087	995162
4578	"ENSG00000217801.10_7"	"AL390719.1"	chr1	+	995656	995773	995659	995773	995113	995226
4584	"ENSG00000145901.15_10"	"TNIP1"	chr5	-	150411847	150411961	150411847	150411944	150414562	150414628
4599	"ENSG00000137802.14_6"	"MAPKBP1"	chr15	+	42067364	42067587	42067459	42067587	42066745	42066808
4600	"ENSG00000137802.14_6"	"MAPKBP1"	chr15	+	42104713	42105299	42105116	42105299	42104154	42104325
4606	"ENSG00000114745.13_4"	"GORASP1"	chr3	-	39141795	39141994	39141795	39141945	39142278	39142593
4607	"ENSG00000114745.13_4"	"GORASP1"	chr3	-	39141795	39141994	39141795	39141945	39142506	39142593
4609	"ENSG00000114745.13_4"	"GORASP1"	chr3	-	39141795	39142368	39141795	39141994	39142506	39142593
4623	"ENSG00000138449.11_5"	"SLC40A1"	chr2	-	190445143	190445288	190445143	190445250	190446433	190446757
4642	"ENSG00000168066.20_6"	"SF1"	chr11	-	64532077	64533627	64532077	64532990	64534663	64534723
4649	"ENSG00000132382.14_6"	"MYBBP1A"	chr17	-	4448320	4448640	4448320	4448470	4448904	4449056
4650	"ENSG00000132382.14_6"	"MYBBP1A"	chr17	-	4449140	4449237	4449140	4449227	4451252	4451352
4659	"ENSG00000233184.7_8"	"AC093157.1"	chr1	+	101546442	101549130	101549016	101549130	101545944	101546169
4660	"ENSG00000091640.8_5"	"SPAG7"	chr17	-	4863316	4863485	4863316	4863406	4863753	4863842
4676	"ENSG00000166037.11_6"	"CEP57"	chr11	+	95532395	95532552	95532400	95532552	95528705	95528723
4697	"ENSG00000136754.17_7"	"ABI1"	chr10	-	27047990	27048167	27047990	27048164	27052808	27052889
4708	"ENSG00000156983.16_7"	"BRPF1"	chr3	+	9785261	9785585	9785264	9785585	9784627	9785155
4714	"ENSG00000115966.17_6"	"ATF2"	chr2	-	175939232	175939595	175939232	175939563	175945387	175945493
4733	"ENSG00000169679.15_8"	"BUB1"	chr2	-	111398610	111398782	111398610	111398769	111399218	111399380
4757	"ENSG00000135451.13_7"	"TROAP"	chr12	+	49723927	49725190	49724996	49725190	49723177	49723237
4758	"ENSG00000135451.13_7"	"TROAP"	chr12	+	49723927	49725190	49724996	49725190	49723639	49723774
4771	"ENSG00000062716.13_5"	"VMP1"	chr17	+	57915655	57915758	57915672	57915758	57915215	57915573
4780	"ENSG00000138459.9_7"	"SLC35A5"	chr3	+	112299392	112300173	112300025	112300173	112292735	112292803
4782	"ENSG00000054282.16_4"	"SDCCAG8"	chr1	+	243433393	243433559	243433406	243433559	243432437	243432502
4798	"ENSG00000173559.14_6"	"NABP1"	chr2	+	192548015	192548530	192548454	192548530	192546671	192546743
4804	"ENSG00000065328.16_4"	"MCM10"	chr10	+	13251090	13253104	13251226	13253104	13246218	13246364
4813	"ENSG00000042088.14_8"	"TDP1"	chr14	+	90429451	90430017	90429568	90430017	90422921	90423144
4815	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29458122	29458347	29458122	29458243	29461432	29461597
4816	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29458122	29458347	29458122	29458243	29463429	29465434
4828	"ENSG00000165699.15_8"	"TSC1"	chr9	-	135806595	135806814	135806595	135806691	135810419	135810482
4839	"ENSG00000173598.14_6"	"NUDT4"	chr12	+	93792543	93792631	93792546	93792631	93788384	93788495
4847	"ENSG00000113810.16_6"	"SMC4"	chr3	+	160122115	160122292	160122165	160122292	160117456	160117537
4874	"ENSG00000074054.18_8"	"CLASP1"	chr2	-	122165046	122165291	122165046	122165288	122168441	122168545
4876	"ENSG00000084731.15_6"	"KIF3C"	chr2	-	26152823	26152932	26152823	26152929	26156901	26157025
4884	"ENSG00000146733.14_5"	"PSPH"	chr7	-	56099621	56099747	56099621	56099670	56101073	56101187
4886	"ENSG00000146733.14_5"	"PSPH"	chr7	-	56101653	56101847	56101653	56101799	56110840	56110954
4891	"ENSG00000126088.14_6"	"UROD"	chr1	+	45479246	45479463	45479265	45479463	45478528	45478691
4892	"ENSG00000126088.14_6"	"UROD"	chr1	+	45479246	45479463	45479265	45479463	45478807	45478887
4898	"ENSG00000077152.11_7"	"UBE2T"	chr1	-	202302137	202302463	202302137	202302221	202302577	202302683
4905	"ENSG00000076944.16_7"	"STXBP2"	chr19	+	7707314	7707709	7707651	7707709	7707088	7707219
4909	"ENSG00000159131.17_7"	"GART"	chr21	-	34911476	34911662	34911476	34911629	34914853	34915126
4910	"ENSG00000159131.17_7"	"GART"	chr21	-	34911476	34911662	34911476	34911629	34914892	34915148
4914	"ENSG00000150637.9_8"	"CD226"	chr18	-	67614596	67614768	67614596	67614669	67628827	67629039
4920	"ENSG00000140326.13_8"	"CDAN1"	chr15	-	43028072	43028279	43028072	43028276	43028499	43028978
4921	"ENSG00000140326.13_8"	"CDAN1"	chr15	-	43028072	43028279	43028072	43028276	43029186	43029252
4933	"ENSG00000198755.11_4"	"RPL10A"	chr6	+	35436723	35437306	35437157	35437306	35436575	35436650
4934	"ENSG00000204120.15_8"	"GIGYF2"	chr2	+	233625189	233625301	233625193	233625301	233613696	233613792
4968	"ENSG00000155329.12_5"	"ZCCHC10"	chr5	-	132335823	132335893	132335823	132335865	132362188	132362241
4970	"ENSG00000214087.8_7"	"ARL16"	chr17	-	79649063	79650156	79649063	79649705	79650565	79650624
4977	"ENSG00000196187.12_7"	"TMEM63A"	chr1	-	226053596	226053750	226053596	226053667	226054811	226054863
4989	"ENSG00000142784.16_5"	"WDTC1"	chr1	+	27630111	27631684	27631491	27631684	27627716	27627952
4991	"ENSG00000242569.3"	"RP11-435B5.3"	chr1	+	143361973	143362058	143361976	143362058	143357972	143358042
4992	"ENSG00000242569.3"	"RP11-435B5.3"	chr1	+	143361973	143362058	143361976	143362058	143360307	143360503
4998	"ENSG00000203739.4_8"	"AL645568.1"	chr1	-	173411057	173411236	173411057	173411187	173411557	173411735
4999	"ENSG00000203739.4_8"	"AL645568.1"	chr1	-	173411057	173411236	173411057	173411187	173429516	173430501
5001	"ENSG00000137413.16_4"	"TAF8"	chr6	+	42036202	42036345	42036241	42036345	42025126	42025251
5008	"ENSG00000158604.15_7"	"TMED4"	chr7	-	44621321	44621422	44621321	44621405	44621645	44621886
5009	"ENSG00000158604.15_7"	"TMED4"	chr7	-	44621321	44621422	44621321	44621405	44621652	44621840
5011	"ENSG00000092199.17_9"	"HNRNPC"	chr14	-	21681118	21681276	21681118	21681203	21699116	21699231
5020	"ENSG00000158864.12_3"	"NDUFS2"	chr1	+	161179900	161180500	161180380	161180500	161179646	161179721
5027	"ENSG00000084072.17_5"	"PPIE"	chr1	+	40207566	40208969	40208887	40208969	40207037	40207081
5049	"ENSG00000174444.15_6"	"RPL4"	chr15	-	66794949	66795209	66794949	66795088	66795695	66795867
5050	"ENSG00000174444.15_6"	"RPL4"	chr15	-	66794949	66795502	66794949	66795088	66795695	66795867
5052	"ENSG00000136826.15_7"	"KLF4"	chr9	-	110249308	110249473	110249308	110249471	110251210	110251331
5054	"ENSG00000136826.15_7"	"KLF4"	chr9	-	110249308	110250548	110249308	110249473	110251210	110251331
5057	"ENSG00000198054.12_6"	"DSCR8"	chr21	+	39526508	39526623	39526526	39526623	39494405	39494762
5061	"ENSG00000164877.19_5"	"MICALL2"	chr7	-	1478475	1478631	1478475	1478627	1480226	1480320
5062	"ENSG00000164877.19_5"	"MICALL2"	chr7	-	1480226	1482120	1480226	1480320	1484287	1485064
5068	"ENSG00000240344.9_5"	"PPIL3"	chr2	-	201747064	201747158	201747064	201747105	201749984	201750090
5075	"ENSG00000135953.11_5"	"MFSD9"	chr2	-	103340158	103340368	103340158	103340337	103347483	103347527
5083	"ENSG00000169682.18_6"	"SPNS1"	chr16	+	28986504	28986713	28986508	28986713	28986114	28986421
5100	"ENSG00000013573.17_6"	"DDX11"	chr12	+	31237902	31238060	31237943	31238060	31237516	31237603
5110	"ENSG00000013573.17_6"	"DDX11"	chr12	+	31256250	31256329	31256255	31256329	31255360	31255461
5114	"ENSG00000035115.22_8"	"SH3YL1"	chr2	-	260084	261130	260084	260702	262630	262786
5137	"ENSG00000196290.15_5"	"NIF3L1"	chr2	+	201756458	201757102	201756640	201757102	201754091	201754114
5144	"ENSG00000157193.18_9"	"LRP8"	chr1	-	53736898	53741425	53736898	53737018	53742363	53742750
5151	"ENSG00000181929.13_8"	"PRKAG1"	chr12	-	49399244	49399375	49399244	49399326	49406844	49406893
5163	"ENSG00000007341.19_6"	"ST7L"	chr1	-	113159434	113159517	113159434	113159466	113160868	113160991
5177	"ENSG00000138002.15_6"	"IFT172"	chr2	-	27703912	27704127	27703912	27703993	27706446	27706526
5182	"ENSG00000132424.16_7"	"PNISR"	chr6	-	99862447	99862566	99862447	99862562	99864224	99864304
5197	"ENSG00000142046.15_5"	"TMEM91"	chr19	+	41888676	41889988	41889790	41889988	41884185	41884424
5216	"ENSG00000150401.15_8"	"DCUN1D2"	chr13	-	114138154	114138511	114138154	114138371	114144981	114145006
5225	"ENSG00000071054.16_8"	"MAP4K4"	chr2	+	102476104	102476326	102476197	102476326	102472438	102472600
5233	"ENSG00000100151.16_5"	"PICK1"	chr22	+	38453759	38453857	38453826	38453857	38453271	38453443
5235	"ENSG00000062524.16_5"	"LTK"	chr15	-	41800266	41800434	41800266	41800419	41801228	41801327
5239	"ENSG00000184863.11_7"	"RBM33"	chr7	+	155503866	155504149	155503896	155504149	155499987	155500074
5243	"ENSG00000137942.16_3"	"FNBP1L"	chr1	+	94016503	94020216	94017965	94020216	94014834	94014983
5249	"ENSG00000073331.18_7"	"ALPK1"	chr4	+	113332878	113333181	113332982	113333181	113303659	113303708
5255	"ENSG00000127980.16_6"	"PEX1"	chr7	-	92130820	92131393	92130820	92130987	92132354	92132509
5257	"ENSG00000105879.12_5"	"CBLL1"	chr7	+	107393855	107393956	107393858	107393956	107392989	107393062
5259	"ENSG00000132507.18_4"	"EIF5A"	chr17	+	7212915	7213119	7212933	7213119	7210317	7210434
5260	"ENSG00000132507.18_4"	"EIF5A"	chr17	+	7212915	7213119	7212933	7213119	7211292	7211432
5261	"ENSG00000132507.18_4"	"EIF5A"	chr17	+	7214668	7214970	7214896	7214970	7214336	7214441
5264	"ENSG00000178188.14_7"	"SH2B1"	chr16	+	28878651	28878753	28878694	28878753	28877332	28878354
5268	"ENSG00000116750.13_9"	"UCHL5"	chr1	-	192992973	192993076	192992973	192993070	192997214	192997278
5269	"ENSG00000113812.14_7"	"ACTR8"	chr3	-	53907058	53907173	53907058	53907154	53908237	53908391
5270	"ENSG00000113812.14_7"	"ACTR8"	chr3	-	53913965	53914136	53913965	53914099	53916005	53916179
5282	"ENSG00000083454.22_8"	"P2RX5"	chr17	-	3591919	3592053	3591919	3591970	3592785	3592924
5284	"ENSG00000143369.15_5"	"ECM1"	chr1	+	150482136	150482478	150482310	150482478	150482006	150482057
5285	"ENSG00000143369.15_5"	"ECM1"	chr1	+	150482136	150482478	150482397	150482478	150482006	150482057
5286	"ENSG00000143369.15_5"	"ECM1"	chr1	+	150482310	150482478	150482397	150482478	150482006	150482057
5287	"ENSG00000143369.15_5"	"ECM1"	chr1	+	150482310	150482478	150482397	150482478	150482136	150482238
5290	"ENSG00000119684.15_5"	"MLH3"	chr14	-	75497245	75497418	75497245	75497405	75498770	75498882
5299	"ENSG00000213585.11_5"	"VDAC1"	chr5	-	133328636	133328709	133328636	133328706	133340177	133340326
5300	"ENSG00000213585.11_5"	"VDAC1"	chr5	-	133328636	133328709	133328636	133328706	133340585	133340666
5310	"ENSG00000127054.21_5"	"INTS11"	chr1	-	1247972	1248504	1247972	1248329	1248888	1248972
5312	"ENSG00000127054.21_5"	"INTS11"	chr1	-	1250899	1250994	1250899	1250932	1254675	1254904
5314	"ENSG00000127054.21_5"	"INTS11"	chr1	-	1250899	1250998	1250899	1250994	1254675	1254904
5318	"ENSG00000127054.21_5"	"INTS11"	chr1	-	1255835	1256473	1255835	1255909	1259960	1260067
5324	"ENSG00000138443.16_6"	"ABI2"	chr2	+	204260378	204260503	204260381	204260503	204255768	204255866
5331	"ENSG00000142327.13_7"	"RNPEPL1"	chr2	+	241513191	241514045	241513931	241514045	241512526	241512678
5350	"ENSG00000205485.13_6"	"AC004980.1"	chr7	+	76180736	76180839	76180780	76180839	76178677	76179178
5351	"ENSG00000270647.6_5"	"TAF15"	chr17	+	34147027	34147441	34147335	34147441	34136487	34136580
5357	"ENSG00000181513.14_6"	"ACBD4"	chr17	+	43213205	43213320	43213208	43213320	43212707	43212959
5368	"ENSG00000117305.15_7"	"HMGCL"	chr1	-	24134624	24134813	24134624	24134705	24137225	24137289
5375	"ENSG00000228192.8_8"	"AL512353.1"	chr1	-	43310181	43310355	43310181	43310281	43312030	43312093
5380	"ENSG00000076248.11_6"	"UNG"	chr12	+	109547633	109548797	109547636	109548797	109541237	109541416
5399	"ENSG00000143093.15_5"	"STRIP1"	chr1	+	110591733	110593031	110592964	110593031	110590393	110590491
5401	"ENSG00000114120.14_7"	"SLC25A36"	chr3	+	140685775	140685878	140685841	140685878	140685189	140685276
5419	"ENSG00000230850.3"	"RP11-782C8.1"	chr1	+	143231278	143231561	143231293	143231561	143119060	143119119
5420	"ENSG00000230850.3"	"RP11-782C8.1"	chr1	+	143231278	143231561	143231293	143231561	143220633	143220721
5421	"ENSG00000162688.17_5"	"AGL"	chr1	+	100316530	100316680	100316590	100316680	100315916	100315971
5444	"ENSG00000117543.21_7"	"DPH5"	chr1	-	101467022	101467143	101467022	101467100	101479265	101479374
5447	"ENSG00000101017.14_8"	"CD40"	chr20	+	44756617	44756863	44756776	44756863	44751248	44751395
5448	"ENSG00000189171.14_5"	"S100A13"	chr1	-	153598795	153600074	153598795	153599009	153603486	153603836
5451	"ENSG00000225151.10_6"	"GOLGA2P7"	chr15	-	84871621	84871772	84871621	84871759	84872928	84873083
5453	"ENSG00000105397.14_7"	"TYK2"	chr19	-	10478970	10479094	10478970	10479047	10488889	10489184
5456	"ENSG00000178338.11_5"	"ZNF354B"	chr5	+	178314609	178315123	178314621	178315123	178312614	178312734
5469	"ENSG00000074800.16_9"	"ENO1"	chr1	-	8934882	8934976	8934882	8934973	8936257	8936361
5470	"ENSG00000074800.16_9"	"ENO1"	chr1	-	8934882	8934976	8934882	8934973	8938638	8939151
5476	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55653224	55653425	55653224	55653288	55658048	55658317
5483	"ENSG00000134222.16_7"	"PSRC1"	chr1	-	109823398	109823873	109823398	109823668	109824240	109824682
5484	"ENSG00000134222.16_7"	"PSRC1"	chr1	-	109823398	109823873	109823398	109823668	109825139	109825197
5485	"ENSG00000134222.16_7"	"PSRC1"	chr1	-	109825301	109825411	109825301	109825353	109825649	109825747
5486	"ENSG00000134222.16_7"	"PSRC1"	chr1	-	109825301	109825411	109825301	109825358	109825684	109825790
5505	"ENSG00000198715.13_10"	"GLMP"	chr1	-	156264155	156264356	156264155	156264316	156264466	156264549
5506	"ENSG00000198715.13_10"	"GLMP"	chr1	-	156264155	156264356	156264155	156264316	156264549	156264807
5509	"ENSG00000219626.9_8"	"FAM228B"	chr2	+	24303745	24303825	24303748	24303825	24299395	24299485
5510	"ENSG00000219626.9_8"	"FAM228B"	chr2	+	24303745	24303825	24303748	24303825	24299797	24299839
5559	"ENSG00000226476.6_8"	"LINC01748"	chr1	-	61061209	61062045	61061209	61061371	61065798	61065922
5567	"ENSG00000174669.12_5"	"SLC29A2"	chr11	-	66133596	66133702	66133596	66133662	66134934	66135019
5573	"ENSG00000204152.6"	"TIMM23B"	chr10	+	51384298	51384357	51384324	51384357	51381438	51381532
5575	"ENSG00000213983.12_6"	"AP1G2"	chr14	-	24032924	24033065	24032924	24033062	24033254	24033430
5576	"ENSG00000213983.12_6"	"AP1G2"	chr14	-	24032924	24033430	24032924	24033065	24033541	24033597
5578	"ENSG00000213983.12_6"	"AP1G2"	chr14	-	24036319	24036528	24036319	24036524	24036659	24036733
5605	"ENSG00000157625.15_5"	"TAB3"	chrX	-	30861082	30864761	30861082	30861166	30870894	30871055
5609	"ENSG00000131779.11_5"	"PEX11B"	chr1	+	145522513	145523730	145523344	145523730	145518070	145518272
5636	"ENSG00000223960.7_9"	"CHROMR"	chr2	+	179295404	179295616	179295421	179295616	179291092	179291232
5638	"ENSG00000223960.7_9"	"CHROMR"	chr2	+	179295421	179295616	179295496	179295616	179291092	179291232
5641	"ENSG00000223960.7_9"	"CHROMR"	chr2	+	179295421	179295616	179295496	179295616	179291092	179291430
5644	"ENSG00000123636.18_6"	"BAZ2B"	chr2	-	160304752	160304920	160304752	160304914	160335085	160335232
5645	"ENSG00000138078.16_6"	"PREPL"	chr2	-	44586635	44587177	44586635	44586889	44588555	44588700
5646	"ENSG00000064201.16_8"	"TSPAN32"	chr11	+	2337458	2337897	2337805	2337897	2335714	2335801
5673	"ENSG00000133816.15_8"	"MICAL2"	chr11	+	12297529	12297713	12297532	12297713	12281341	12281444
