ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4338	"ENSG00000124782.20_9"	"RREB1"	chr6	+	7181356	7182315	7181356	7181479	7182102	7182315	4338	162,90	135,115			722	99	NA	NA	0.141,0.097		NA
4339	"ENSG00000124782.20_9"	"RREB1"	chr6	+	7181356	7182315	7181356	7181522	7182102	7182315	4339	155,85	3,0			679	99	NA	NA	0.883,1.0		NA
4340	"ENSG00000114021.12_4"	"NIT2"	chr3	+	100064428	100065099	100064428	100064522	100065024	100065099	4340	163,115	148,93			601	99	NA	NA	0.154,0.169		NA
4341	"ENSG00000249669.10_8"	"CARMN"	chr5	+	148802748	148803202	148802748	148802872	148802996	148803202	4341	0,0	0,0			223	99	NA	NA	NA,NA		NA
4342	"ENSG00000144815.16_5"	"NXPE3"	chr3	+	101535638	101535845	101535638	101535748	101535749	101535845	4342	13,11	0,0			100	99	NA	NA	1.0,1.0		NA
4343	"ENSG00000114423.23_10"	"CBLB"	chr3	-	105399835	105400662	105399835	105400454	105400567	105400662	4343	1,0	30,24			212	99	NA	NA	0.015,0.0		NA
4344	"ENSG00000241469.9_10"	"LINC00635"	chr3	-	107560508	107561059	107560508	107560866	107560951	107561059	4344	0,0	0,0			184	99	NA	NA	NA,NA		NA
4345	"ENSG00000241469.9_10"	"LINC00635"	chr3	-	107572719	107574076	107572719	107572806	107573976	107574076	4345	0,0	0,0			1269	99	NA	NA	NA,NA		NA
4346	"ENSG00000241469.9_10"	"LINC00635"	chr3	-	107572719	107574076	107572719	107572901	107573976	107574076	4346	0,0	0,0			1174	99	NA	NA	NA,NA		NA
4347	"ENSG00000104626.15_4"	"ERI1"	chr8	+	8887301	8890848	8887301	8887591	8890058	8890848	4347	2341,1469	1,0			2566	99	NA	NA	0.989,1.0		NA
4348	"ENSG00000137098.14_7"	"SPAG8"	chr9	-	35809400	35810306	35809400	35809509	35810243	35810306	4348	62,42	0,0			833	99	NA	NA	1.0,1.0		NA
4349	"ENSG00000137098.14_7"	"SPAG8"	chr9	-	35810435	35810679	35810435	35810550	35810633	35810679	4349	4,1	3,1			182	99	NA	NA	0.42,0.352		NA
4350	"ENSG00000183960.9_4"	"KCNH8"	chr3	+	19491597	19492896	19491597	19491797	19492646	19492896	4350	0,0	0,0			948	99	NA	NA	NA,NA		NA
4351	"ENSG00000180879.14_5"	"SSR4"	chrX	+	153063525	153063948	153063525	153063591	153063783	153063948	4351	33,17	328,341			291	99	NA	NA	0.033,0.017		NA
4352	"ENSG00000141738.14_6"	"GRB7"	chr17	+	37898818	37899307	37898818	37898969	37899150	37899307	4352	2,0	4,1			280	99	NA	NA	0.15,0.0		NA
4353	"ENSG00000184307.16_6"	"ZDHHC23"	chr3	+	113667532	113667810	113667532	113667581	113667666	113667810	4353	3,3	0,0			184	99	NA	NA	1.0,1.0		NA
4354	"ENSG00000186862.20_8"	"PDZD7"	chr10	-	102781554	102782142	102781554	102781702	102781965	102782142	4354	0,0	0,0			362	99	NA	NA	NA,NA		NA
4355	"ENSG00000186862.20_8"	"PDZD7"	chr10	-	102783192	102783825	102783192	102783367	102783684	102783825	4355	0,0	0,0			416	99	NA	NA	NA,NA		NA
4356	"ENSG00000161642.17_5"	"ZNF385A"	chr12	-	54778211	54778507	54778211	54778348	54778483	54778507	4356	28,25	0,0			234	99	NA	NA	1.0,1.0		NA
4357	"ENSG00000259023.3_8"	"LINC00524"	chr14	-	101874079	101874595	101874079	101874345	101874549	101874595	4357	0,0	0,0			303	99	NA	NA	NA,NA		NA
4358	"ENSG00000125733.18_7"	"TRIP10"	chr19	+	6743204	6743609	6743204	6743267	6743504	6743609	4358	18,5	511,260			336	99	NA	NA	0.01,0.006		NA
4359	"ENSG00000125733.18_7"	"TRIP10"	chr19	+	6750302	6750644	6750302	6750442	6750522	6750644	4359	7,6	501,349			179	99	NA	NA	0.008,0.009		NA
4360	"ENSG00000266964.5_6"	"FXYD1"	chr19	+	35632035	35632476	35632035	35632110	35632346	35632476	4360	0,1	0,0			335	99	NA	NA	NA,1.0		NA
4361	"ENSG00000266964.5_6"	"FXYD1"	chr19	+	35632035	35632476	35632035	35632110	35632439	35632476	4361	5,10	0,0			428	99	NA	NA	1.0,1.0		NA
4362	"ENSG00000266964.5_6"	"FXYD1"	chr19	+	35633623	35633954	35633623	35633675	35633820	35633954	4362	4,0	5,13			244	99	NA	NA	0.245,0.0		NA
4363	"ENSG00000138496.16_5"	"PARP9"	chr3	-	122255014	122255920	122255014	122255189	122255780	122255920	4363	10,5	19,9			690	99	NA	NA	0.07,0.074		NA
4364	"ENSG00000119715.15_6"	"ESRRB"	chr14	+	76964556	76968180	76964556	76964795	76967037	76968180	4364	2157,1617	1,0			2341	99	NA	NA	0.989,1.0		NA
4365	"ENSG00000153002.12_8"	"CPB1"	chr3	+	148558472	148558762	148558472	148558572	148558660	148558762	4365	0,0	0,0			187	99	NA	NA	NA,NA		NA
4366	"ENSG00000237765.7_5"	"FAM200B"	chr4	+	15687858	15688771	15687858	15688085	15688554	15688771	4366	382,250	4,2			568	99	NA	NA	0.943,0.956		NA
4367	"ENSG00000237765.7_5"	"FAM200B"	chr4	+	15687858	15688771	15687858	15688085	15688623	15688771	4367	394,264	54,34			637	99	NA	NA	0.531,0.547		NA
4368	"ENSG00000237765.7_5"	"FAM200B"	chr4	+	15687858	15692070	15687858	15688771	15690173	15692070	4368	404,292	25,27			1501	99	NA	NA	0.516,0.416		NA
4369	"ENSG00000071894.17_8"	"CPSF1"	chr8	-	145619097	145619375	145619097	145619253	145619327	145619375	4369	56,74	83,193			173	99	NA	NA	0.279,0.18		NA
4370	"ENSG00000071894.17_8"	"CPSF1"	chr8	-	145619448	145619770	145619448	145619515	145619593	145619770	4370	32,51	153,207			177	99	NA	NA	0.105,0.121		NA
4371	"ENSG00000071894.17_8"	"CPSF1"	chr8	-	145625559	145625887	145625559	145625670	145625747	145625887	4371	36,33	338,474			176	99	NA	NA	0.057,0.038		NA
4372	"ENSG00000114626.18_6"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127395809	127396129	4372	0,2	0,5			484	99	NA	NA	NA,0.076		NA
4373	"ENSG00000114626.18_6"	"ABTB1"	chr3	+	127395809	127396129	127395809	127395926	127396010	127396129	4373	1,3	1,5			183	99	NA	NA	0.351,0.245		NA
4374	"ENSG00000114626.18_6"	"ABTB1"	chr3	+	127396307	127396686	127396307	127396406	127396518	127396686	4374	2,3	0,1			211	99	NA	NA	1.0,0.585		NA
4375	"ENSG00000168824.14_5"	"NSG1"	chr4	+	4387583	4388900	4387583	4388370	4388845	4388900	4375	0,0	0,0			574	99	NA	NA	NA,NA		NA
4376	"ENSG00000168824.14_5"	"NSG1"	chr4	+	4418961	4420785	4418961	4419654	4420510	4420785	4376	0,4	0,0			955	99	NA	NA	NA,1.0		NA
4377	"ENSG00000167733.13_5"	"HSD11B1L"	chr19	+	5684829	5685130	5684829	5684916	5684999	5685130	4377	1,8	0,0			182	99	NA	NA	1.0,1.0		NA
4378	"ENSG00000167733.13_5"	"HSD11B1L"	chr19	+	5684829	5685130	5684829	5684916	5685003	5685130	4378	1,8	0,0			186	99	NA	NA	1.0,1.0		NA
4379	"ENSG00000124006.15_6"	"OBSL1"	chr2	-	220415450	220416520	220415450	220415564	220416250	220416520	4379	37,28	3,6			785	99	NA	NA	0.609,0.37		NA
4380	"ENSG00000124006.15_6"	"OBSL1"	chr2	-	220415450	220416520	220415450	220415590	220416250	220416520	4380	37,28	0,0			759	99	NA	NA	1.0,1.0		NA
4381	"ENSG00000124006.15_6"	"OBSL1"	chr2	-	220417257	220417746	220417257	220417419	220417589	220417746	4381	0,0	0,0			269	99	NA	NA	NA,NA		NA
4382	"ENSG00000172780.17_5"	"RAB43"	chr3	-	128840128	128840647	128840128	128840335	128840586	128840647	4382	0,2	0,0			350	99	NA	NA	NA,1.0		NA
4383	"ENSG00000108309.14_5"	"RUNDC3A"	chr17	+	42390785	42392192	42390785	42390871	42392102	42392192	4383	0,4	1,0			1330	99	NA	NA	0.0,1.0		NA
4384	"ENSG00000108309.14_5"	"RUNDC3A"	chr17	+	42393752	42394093	42393752	42393890	42393986	42394093	4384	0,0	1,0			195	99	NA	NA	0.0,NA		NA
4385	"ENSG00000184613.10_5"	"NELL2"	chr12	-	45269597	45270098	45269597	45269683	45270076	45270098	4385	0,0	0,0			492	99	NA	NA	NA,NA		NA
4386	"ENSG00000163913.12_8"	"IFT122"	chr3	+	129233231	129234442	129233231	129233397	129234330	129234442	4386	29,44	29,32			1032	99	NA	NA	0.088,0.117		NA
4387	"ENSG00000168389.18_4"	"MFSD2A"	chr1	+	40433299	40433588	40433299	40433383	40433475	40433588	4387	0,0	0,0			191	99	NA	NA	NA,NA		NA
4388	"ENSG00000233321.2_9"	"LINC02669"	chr10	-	3544522	3545043	3544522	3544697	3544809	3545043	4388	0,0	0,0			211	99	NA	NA	NA,NA		NA
4389	"ENSG00000269609.6_8"	"RPARP-AS1"	chr10	+	104211155	104211944	104211155	104211312	104211846	104211944	4389	190,126	1,2			633	99	NA	NA	0.967,0.908		NA
4390	"ENSG00000106462.11_6"	"EZH2"	chr7	-	148513775	148515209	148513775	148513870	148514968	148515209	4390	1372,1014	10,9			1197	99	NA	NA	0.919,0.903		NA
4391	"ENSG00000198585.12_3"	"NUDT16"	chr3	+	131102005	131107674	131102005	131102116	131102187	131107674	4391	48,66	0,0			170	99	NA	NA	1.0,1.0		NA
4392	"ENSG00000039068.19_7"	"CDH1"	chr16	+	68847215	68847465	68847215	68847398	68847402	68847465	4392	0,0	0,0			103	99	NA	NA	NA,NA		NA
4393	"ENSG00000196353.11_7"	"CPNE4"	chr3	-	131753410	131754286	131753410	131753642	131754178	131754286	4393	0,0	0,0			635	99	NA	NA	NA,NA		NA
4394	"ENSG00000164039.15_6"	"BDH2"	chr4	-	104006505	104007697	104006505	104006619	104006855	104007697	4394	23,3	2,0			335	99	NA	NA	0.773,1.0		NA
4395	"ENSG00000164039.15_6"	"BDH2"	chr4	-	104006505	104007697	104006505	104006619	104007636	104007697	4395	52,18	36,38			1116	99	NA	NA	0.114,0.04		NA
4396	"ENSG00000158552.13_9"	"ZFAND2B"	chr2	+	220072977	220073208	220072977	220073070	220073147	220073208	4396	28,18	261,181			176	99	NA	NA	0.057,0.053		NA
4397	"ENSG00000029364.12_4"	"SLC39A9"	chr14	+	69925079	69929098	69925079	69925446	69928413	69929098	4397	4216,2875	7,5			3066	99	NA	NA	0.951,0.949		NA
4398	"ENSG00000114054.14_5"	"PCCB"	chr3	+	136045644	136046097	136045644	136045752	136045996	136046097	4398	8,7	575,551			343	99	NA	NA	0.004,0.004		NA
4399	"ENSG00000144857.14_8"	"BOC"	chr3	+	113003181	113003705	113003181	113003414	113003628	113003705	4399	0,0	0,0			313	99	NA	NA	NA,NA		NA
4400	"ENSG00000158092.7_5"	"NCK1"	chr3	+	136664424	136665137	136664424	136664594	136664993	136665137	4400	675,466	29,12			498	99	NA	NA	0.822,0.885		NA
4401	"ENSG00000243335.9_4"	"KCTD7"	chr7	+	66103842	66104215	66103842	66103916	66104114	66104215	4401	258,168	0,0			297	99	NA	NA	1.0,1.0		NA
4402	"ENSG00000183963.18_7"	"SMTN"	chr22	+	31476435	31476740	31476435	31476555	31476661	31476740	4402	73,55	4,5			205	99	NA	NA	0.898,0.842		NA
4403	"ENSG00000183963.18_7"	"SMTN"	chr22	+	31492983	31493324	31492983	31493046	31493254	31493324	4403	33,10	10,20			307	99	NA	NA	0.516,0.139		NA
4404	"ENSG00000183963.18_7"	"SMTN"	chr22	+	31495047	31495882	31495047	31495165	31495730	31495882	4404	1,1	21,24			664	99	NA	NA	0.007,0.006		NA
4405	"ENSG00000134072.11_5"	"CAMK1"	chr3	-	9799030	9799530	9799030	9799305	9799412	9799530	4405	4,13	0,13			206	99	NA	NA	1.0,0.325		NA
4406	"ENSG00000089737.17_6"	"DDX24"	chr14	-	94521341	94524243	94521341	94521530	94524167	94524243	4406	535,314	330,192			2736	99	NA	NA	0.055,0.056		NA
4407	"ENSG00000089737.17_6"	"DDX24"	chr14	-	94545370	94546093	94545370	94545415	94545580	94546093	4407	2015,1288	0,0			264	99	NA	NA	1.0,1.0		NA
4408	"ENSG00000139579.13_5"	"NABP2"	chr12	+	56619962	56620203	56619962	56620044	56620139	56620203	4408	8,3	146,130			194	99	NA	NA	0.027,0.012		NA
4409	"ENSG00000100897.18_8"	"DCAF11"	chr14	+	24584534	24584958	24584534	24584601	24584723	24584958	4409	284,211	1,0			221	99	NA	NA	0.992,1.0		NA
4410	"ENSG00000100897.18_8"	"DCAF11"	chr14	+	24584590	24584935	24584590	24584601	24584751	24584935	4410	298,232	11,12			249	99	NA	NA	0.915,0.885		NA
4411	"ENSG00000175054.16_7"	"ATR"	chr3	-	142176445	142177953	142176445	142176597	142177799	142177953	4411	89,32	47,27			1301	99	NA	NA	0.126,0.083		NA
4412	"ENSG00000175054.16_7"	"ATR"	chr3	-	142185165	142188411	142185165	142185375	142186775	142188411	4412	51,32	79,52			1499	99	NA	NA	0.041,0.039		NA
4413	"ENSG00000175054.16_7"	"ATR"	chr3	-	142186775	142188411	142186775	142186910	142188178	142188411	4413	20,13	73,34			1367	99	NA	NA	0.019,0.027		NA
4414	"ENSG00000115183.15_5"	"TANC1"	chr2	+	160075748	160076378	160075748	160075872	160076202	160076378	4414	1,0	0,0			429	99	NA	NA	1.0,NA		NA
4415	"ENSG00000109339.24_10"	"MAPK10"	chr4	-	87019573	87022370	87019573	87019601	87022204	87022370	4415	1,0	0,0			2702	99	NA	NA	1.0,NA		NA
4416	"ENSG00000109339.24_10"	"MAPK10"	chr4	-	87019573	87022370	87019573	87019748	87022204	87022370	4416	1,0	0,0			2555	99	NA	NA	1.0,NA		NA
4417	"ENSG00000109339.24_10"	"MAPK10"	chr4	-	87019676	87022370	87019676	87020438	87022204	87022370	4417	0,0	0,0			1865	99	NA	NA	NA,NA		NA
4418	"ENSG00000109339.24_10"	"MAPK10"	chr4	-	87280810	87281213	87280810	87280915	87281152	87281213	4418	0,0	0,0			336	99	NA	NA	NA,NA		NA
4419	"ENSG00000109339.24_10"	"MAPK10"	chr4	-	87280810	87281236	87280810	87280898	87281152	87281236	4419	0,0	0,0			353	99	NA	NA	NA,NA		NA
4420	"ENSG00000165801.10_5"	"ARHGEF40"	chr14	+	21543490	21543924	21543490	21543658	21543781	21543924	4420	1,0	0,0			222	99	NA	NA	1.0,NA		NA
4421	"ENSG00000165801.10_5"	"ARHGEF40"	chr14	+	21543490	21543924	21543490	21543658	21543803	21543924	4421	2,1	27,18			244	99	NA	NA	0.029,0.022		NA
4422	"ENSG00000165801.10_5"	"ARHGEF40"	chr14	+	21549031	21550278	21549031	21549175	21549667	21550278	4422	0,1	1,1			591	99	NA	NA	0.0,0.143		NA
4423	"ENSG00000165801.10_5"	"ARHGEF40"	chr14	+	21555159	21555622	21555159	21555264	21555478	21555622	4423	3,7	8,11			313	99	NA	NA	0.106,0.168		NA
4424	"ENSG00000165801.10_5"	"ARHGEF40"	chr14	+	21556988	21557704	21556988	21557035	21557172	21557704	4424	8,3	16,15			236	99	NA	NA	0.173,0.077		NA
4425	"ENSG00000198218.11_7"	"QRICH1"	chr3	-	49070054	49070661	49070054	49070206	49070552	49070661	4425	246,164	473,231			445	99	NA	NA	0.104,0.136		NA
4426	"ENSG00000185963.14_5"	"BICD2"	chr9	-	95473644	95477745	95473644	95475743	95477534	95477745	4426	587,446	19,29			1890	99	NA	NA	0.618,0.446		NA
4427	"ENSG00000138382.15_7"	"METTL5"	chr2	-	170680998	170681415	170680998	170681150	170681377	170681415	4427	75,176	222,162			326	99	NA	NA	0.093,0.248		NA
4428	"ENSG00000101782.15_5"	"RIOK3"	chr18	+	21056969	21057232	21056969	21057050	21057142	21057232	4428	114,78	697,423			191	99	NA	NA	0.078,0.087		NA
4429	"ENSG00000226979.8_4"	"LTA"	chr6	+	31540510	31540810	31540510	31540618	31540704	31540810	4429	0,0	0,0			185	99	NA	NA	NA,NA		NA
4430	"ENSG00000118513.19_7"	"MYB"	chr6	+	135517863	135518461	135517863	135518046	135518098	135518461	4430	7,9	0,0			151	99	NA	NA	1.0,1.0		NA
4431	"ENSG00000181085.15_4"	"MAPK15"	chr8	+	144800216	144800472	144800216	144800246	144800381	144800472	4431	3,5	14,13			234	99	NA	NA	0.083,0.14		NA
4432	"ENSG00000181085.15_4"	"MAPK15"	chr8	+	144802399	144803010	144802399	144802457	144802872	144803010	4432	34,57	1,0			514	99	NA	NA	0.868,1.0		NA
4433	"ENSG00000232309.2_8"	"AL390856.1"	chr1	-	182096431	182097062	182096431	182096681	182096945	182097062	4433	0,0	0,0			363	99	NA	NA	NA,NA		NA
4434	"ENSG00000143127.13_4"	"ITGA10"	chr1	+	145532114	145532622	145532114	145532265	145532456	145532622	4434	0,0	1,0			290	99	NA	NA	0.0,NA		NA
4435	"ENSG00000040633.13_6"	"PHF23"	chr17	-	7139248	7140086	7139248	7139437	7139799	7140086	4435	1590,1027	0,0			461	99	NA	NA	1.0,1.0		NA
4436	"ENSG00000151093.8_6"	"OXSM"	chr3	+	25832480	25833488	25832480	25832806	25833260	25833488	4436	1002,703	6,8			553	99	NA	NA	0.968,0.94		NA
4437	"ENSG00000151093.8_6"	"OXSM"	chr3	+	25832480	25833488	25832480	25833187	25833436	25833488	4437	448,297	0,0			348	99	NA	NA	1.0,1.0		NA
4438	"ENSG00000162004.17_7"	"CCDC78"	chr16	-	772921	773161	772921	773018	773094	773161	4438	8,10	0,0			175	99	NA	NA	1.0,1.0		NA
4439	"ENSG00000162004.17_7"	"CCDC78"	chr16	-	772921	773161	772921	773022	773094	773161	4439	8,10	3,4			171	99	NA	NA	0.607,0.591		NA
4440	"ENSG00000162004.17_7"	"CCDC78"	chr16	-	772921	773936	772921	773161	773856	773936	4440	38,35	6,6			794	99	NA	NA	0.441,0.421		NA
4441	"ENSG00000162004.17_7"	"CCDC78"	chr16	-	774321	774806	774321	774509	774680	774806	4441	1,10	0,0			270	99	NA	NA	1.0,1.0		NA
4442	"ENSG00000162004.17_7"	"CCDC78"	chr16	-	774910	775145	774910	774989	775077	775145	4442	4,11	1,0			187	99	NA	NA	0.679,1.0		NA
4443	"ENSG00000162004.17_7"	"CCDC78"	chr16	-	775077	775293	775077	775145	775236	775293	4443	5,12	7,2			190	99	NA	NA	0.271,0.758		NA
4444	"ENSG00000162004.17_7"	"CCDC78"	chr16	-	775965	776456	775965	776085	776307	776456	4444	13,11	0,1			321	99	NA	NA	1.0,0.772		NA
4445	"ENSG00000100099.20_6"	"HPS4"	chr22	-	26861420	26862228	26861420	26861517	26862191	26862228	4445	152,81	159,109			773	99	NA	NA	0.109,0.087		NA
4446	"ENSG00000100099.20_6"	"HPS4"	chr22	-	26862191	26864589	26862191	26862228	26864516	26864589	4446	209,124	143,106			2387	99	NA	NA	0.057,0.046		NA
4447	"ENSG00000287908.1_1"	"AC025165.6"	chr12	+	58010566	58011071	58010566	58010680	58011012	58011071	4447	201,153	0,1			431	99	NA	NA	1.0,0.972		NA
4448	"ENSG00000242009.2_7"	"AC129807.1"	chr3	+	81889690	81890060	81889690	81889787	81889948	81890060	4448	0,0	0,0			260	99	NA	NA	NA,NA		NA
4449	"ENSG00000147475.17_7"	"ERLIN2"	chr8	+	37602088	37604068	37602088	37602214	37603086	37604068	4449	69,56	18,9			971	99	NA	NA	0.281,0.388		NA
4450	"ENSG00000147471.12_8"	"PLPBP"	chr8	+	37623043	37623264	37623043	37623151	37623228	37623264	4450	9,2	120,121			176	99	NA	NA	0.04,0.009		NA
4451	"ENSG00000077782.21_7"	"FGFR1"	chr8	-	38279314	38280693	38279314	38279459	38280542	38280693	4451	0,2	0,0			1182	99	NA	NA	NA,1.0		NA
4452	"ENSG00000077782.21_7"	"FGFR1"	chr8	-	38285438	38285953	38285438	38285611	38285863	38285953	4452	0,0	0,1			351	99	NA	NA	NA,0.0		NA
4453	"ENSG00000077782.21_7"	"FGFR1"	chr8	-	38285438	38285953	38285438	38285611	38285869	38285953	4453	0,0	1,0			357	99	NA	NA	0.0,NA		NA
4454	"ENSG00000104957.14_6"	"CCDC130"	chr19	+	13869681	13870086	13869681	13869824	13869913	13870086	4454	15,44	20,23			188	99	NA	NA	0.283,0.502		NA
4455	"ENSG00000104957.14_6"	"CCDC130"	chr19	+	13869681	13870086	13869681	13869824	13869924	13870086	4455	22,49	0,2			199	99	NA	NA	1.0,0.924		NA
4456	"ENSG00000197140.15_4"	"ADAM32"	chr8	+	39022548	39027516	39022548	39022715	39027434	39027516	4456	13,7	0,0			4818	99	NA	NA	1.0,1.0		NA
4457	"ENSG00000147536.12_5"	"GINS4"	chr8	+	41399327	41402549	41399327	41399418	41399509	41402549	4457	3,2	118,72			190	99	NA	NA	0.013,0.014		NA
4458	"ENSG00000170919.16_6"	"TPT1-AS1"	chr13	+	45952664	45953470	45952664	45952806	45953329	45953470	4458	7,2	12,3			622	99	NA	NA	0.085,0.096		NA
4459	"ENSG00000170919.16_6"	"TPT1-AS1"	chr13	+	45953329	45954136	45953329	45953470	45954033	45954136	4459	13,9	0,0			662	99	NA	NA	1.0,1.0		NA
4460	"ENSG00000170919.16_6"	"TPT1-AS1"	chr13	+	45952664	45954136	45952664	45952806	45954060	45954136	4460	33,12	0,0			1353	99	NA	NA	1.0,1.0		NA
4461	"ENSG00000170919.16_6"	"TPT1-AS1"	chr13	+	45953329	45954136	45953329	45953470	45954060	45954136	4461	15,9	2,1			689	99	NA	NA	0.519,0.564		NA
4462	"ENSG00000104365.15_6"	"IKBKB"	chr8	+	42176787	42178362	42176787	42176939	42178252	42178362	4462	264,240	7,2			1412	99	NA	NA	0.726,0.894		NA
4463	"ENSG00000104365.15_6"	"IKBKB"	chr8	+	42179571	42180012	42179571	42179671	42179864	42180012	4463	19,13	146,98			292	99	NA	NA	0.042,0.043		NA
4464	"ENSG00000168522.13_7"	"FNTA"	chr8	+	42940302	42940923	42940302	42940601	42940724	42940923	4464	384,363	0,0			222	99	NA	NA	1.0,1.0		NA
4465	"ENSG00000139151.16_9"	"PLCZ1"	chr12	-	18854434	18854710	18854434	18854502	18854625	18854710	4465	0,1	0,0			222	99	NA	NA	NA,1.0		NA
4466	"ENSG00000141258.13_5"	"SGSM2"	chr17	+	2266131	2266428	2266131	2266199	2266282	2266428	4466	15,23	26,40			182	99	NA	NA	0.239,0.238		NA
4467	"ENSG00000131469.15_5"	"RPL27"	chr17	+	41150435	41152119	41150435	41150488	41151949	41152119	4467	1483,1176	19,4			1560	99	NA	NA	0.832,0.949		NA
4468	"ENSG00000253314.7_8"	"LINC00293"	chr8	+	47760405	47761152	47760405	47760523	47760982	47761152	4468	0,0	0,0			558	99	NA	NA	NA,NA		NA
4469	"ENSG00000253314.7_8"	"LINC00293"	chr8	+	47760405	47761152	47760405	47760590	47760982	47761152	4469	0,0	0,0			491	99	NA	NA	NA,NA		NA
4470	"ENSG00000253314.7_8"	"LINC00293"	chr8	+	47760405	47761152	47760405	47760523	47760997	47761152	4470	0,0	0,0			573	99	NA	NA	NA,NA		NA
4471	"ENSG00000253314.7_8"	"LINC00293"	chr8	+	47760405	47761152	47760405	47760523	47761070	47761152	4471	0,0	0,0			646	99	NA	NA	NA,NA		NA
4472	"ENSG00000253314.7_8"	"LINC00293"	chr8	+	47760405	47761152	47760405	47760590	47761070	47761152	4472	0,0	0,0			579	99	NA	NA	NA,NA		NA
4473	"ENSG00000253314.7_8"	"LINC00293"	chr8	+	47760405	47761152	47760405	47760657	47761070	47761152	4473	0,0	0,0			512	99	NA	NA	NA,NA		NA
4474	"ENSG00000253314.7_8"	"LINC00293"	chr8	+	47766091	47766413	47766091	47766216	47766385	47766413	4474	0,0	0,0			268	99	NA	NA	NA,NA		NA
4475	"ENSG00000253314.7_8"	"LINC00293"	chr8	+	47766385	47767032	47766385	47766467	47766628	47767032	4475	0,0	0,0			260	99	NA	NA	NA,NA		NA
4476	"ENSG00000143321.19_5"	"HDGF"	chr1	-	156711901	156713247	156711901	156712804	156712962	156713247	4476	3508,2504	0,0			257	99	NA	NA	1.0,1.0		NA
4477	"ENSG00000143321.19_5"	"HDGF"	chr1	-	156714799	156715165	156714799	156714938	156715088	156715165	4477	39,28	1968,1182			249	99	NA	NA	0.008,0.009		NA
4478	"ENSG00000125912.11_5"	"NCLN"	chr19	+	3207626	3209573	3207626	3207745	3209475	3209573	4478	2010,3078	0,0			1829	99	NA	NA	1.0,1.0		NA
4479	"ENSG00000035681.9_7"	"NSMAF"	chr8	-	59498210	59498559	59498210	59498320	59498456	59498559	4479	24,11	136,121			235	99	NA	NA	0.069,0.037		NA
4480	"ENSG00000035681.9_7"	"NSMAF"	chr8	-	59512528	59512737	59512528	59512580	59512671	59512737	4480	29,20	0,0			190	99	NA	NA	1.0,1.0		NA
4481	"ENSG00000108262.15_6"	"GIT1"	chr17	-	27902305	27902721	27902305	27902488	27902647	27902721	4481	2,1	40,39			258	99	NA	NA	0.019,0.01		NA
4482	"ENSG00000167996.16_8"	"FTH1"	chr11	-	61732458	61732987	61732458	61732577	61732840	61732987	4482	2439,2402	19,15			362	99	NA	NA	0.972,0.978		NA
4483	"ENSG00000167996.16_8"	"FTH1"	chr11	-	61732458	61732987	61732458	61732584	61732840	61732987	4483	233,101	20561,14983			355	99	NA	NA	0.003,0.002		NA
4484	"ENSG00000167996.16_8"	"FTH1"	chr11	-	61734783	61735103	61734783	61734843	61734929	61735103	4484	10651,6779	1,0			185	99	NA	NA	1.0,1.0		NA
4485	"ENSG00000167996.16_8"	"FTH1"	chr11	-	61734783	61735103	61734783	61734925	61735019	61735103	4485	1452,1829	0,0			193	99	NA	NA	1.0,1.0		NA
4486	"ENSG00000256029.6_11"	"AL590560.2"	chr1	-	159827721	159828081	159827721	159827756	159827879	159828081	4486	0,0	0,0			222	99	NA	NA	NA,NA		NA
4487	"ENSG00000256029.6_11"	"AL590560.2"	chr1	-	159827721	159828081	159827721	159827756	159827958	159828081	4487	0,0	0,0			301	99	NA	NA	NA,NA		NA
4488	"ENSG00000158793.14_5"	"NIT1"	chr1	+	161088923	161089402	161088923	161089178	161089282	161089402	4488	29,31	2,0			203	99	NA	NA	0.876,1.0		NA
4489	"ENSG00000158793.14_5"	"NIT1"	chr1	+	161088923	161089402	161088923	161089178	161089298	161089402	4489	31,32	110,81			219	99	NA	NA	0.113,0.152		NA
4490	"ENSG00000123329.20_8"	"ARHGAP9"	chr12	-	57869853	57870237	57869853	57869949	57870146	57870237	4490	0,0	1,3			296	99	NA	NA	0.0,0.0		NA
4491	"ENSG00000123329.20_8"	"ARHGAP9"	chr12	-	57870372	57870746	57870372	57870434	57870653	57870746	4491	3,10	2,5			318	99	NA	NA	0.318,0.384		NA
4492	"ENSG00000123329.20_8"	"ARHGAP9"	chr12	-	57870938	57871463	57870938	57871052	57871241	57871463	4492	0,0	5,14			288	99	NA	NA	0.0,0.0		NA
4493	"ENSG00000185803.11_7"	"SLC52A2"	chr8	+	145583282	145584153	145583282	145583407	145583831	145584153	4493	626,1515	0,1			523	99	NA	NA	1.0,0.997		NA
4494	"ENSG00000170791.18_6"	"CHCHD7"	chr8	+	57124347	57127226	57124347	57124396	57127156	57127226	4494	125,126	242,208			2859	99	NA	NA	0.018,0.021		NA
4495	"ENSG00000170791.18_6"	"CHCHD7"	chr8	+	57124347	57127226	57124347	57124733	57127156	57127226	4495	122,124	0,0			2522	99	NA	NA	1.0,1.0		NA
